company_name,domain,linkedin_url,missing_fields,linkedin_guessed,ceo_founder,source
Toshiba,toshibabusiness.com,https://www.linkedin.com/company/toshibabusiness,"company_name,linkedin_url",True,Unknown,
Tryskyrocketsmail,tryskyrocketsmail.com,https://www.linkedin.com/company/tryskyrocketsmail,"company_name,linkedin_url",True,Unknown,
Trywebsitespeedie,trywebsitespeedie.com,https://www.linkedin.com/company/trywebsitespeedie,"company_name,linkedin_url",True,Unknown,
Vectorbuilderaav,vectorbuilderaav.com,https://www.linkedin.com/company/vectorbuilderaav,"company_name,linkedin_url",True,Unknown,
Veit-Reinhart,veit-reinhart.de,https://www.linkedin.com/company/veit-reinhart,"company_name,linkedin_url",True,Unknown,
Yalhethun,yalhethun.com,https://www.linkedin.com/company/yalhethun,"company_name,linkedin_url",True,Unknown,
Hyperkeconnect,hyperkeconnect.com,https://www.linkedin.com/company/hyperkeconnect,"company_name,linkedin_url",True,Unknown,
Jerrymcknight,jerrymcknight.site,https://www.linkedin.com/company/jerrymcknight,"company_name,linkedin_url",True,Unknown,
Keepcreditboost,keepcreditboost.com,https://www.linkedin.com/company/keepcreditboost,"company_name,linkedin_url",True,Unknown,
Launchpoweredbystl,launchpoweredbystl.com,https://www.linkedin.com/company/launchpoweredbystl,"company_name,linkedin_url",True,Unknown,
Leadsifynl,leadsifynl.com,https://www.linkedin.com/company/leadsifynl,"company_name,linkedin_url",True,Unknown,
Linqesoftware,linqesoftware.com,https://www.linkedin.com/company/linqesoftware,"company_name,linkedin_url",True,Unknown,
Lounovo,lounovo.com,https://www.linkedin.com/company/lounovo,"company_name,linkedin_url",True,Unknown,
Matchawardstoday,matchawardstoday.com,https://www.linkedin.com/company/matchawardstoday,"company_name,linkedin_url",True,Unknown,
Thesaptarshi,thesaptarshi.com,https://www.linkedin.com/company/thesaptarshi,"company_name,linkedin_url",True,Unknown,
Therichardshome,therichardshome.com,https://www.linkedin.com/company/therichardshome,"company_name,linkedin_url",True,Unknown,
TU PANDA BABY 🥵,tupanda.com,https://www.linkedin.com/company/tupanda,"company_name,linkedin_url",True,Unknown,
OMNITECH,omni-tech.net,https://www.linkedin.com/company/omni-tech,"company_name,linkedin_url",True,Unknown,
Teamrandstaddigital,teamrandstaddigital.com,https://www.linkedin.com/company/teamrandstaddigital,"company_name,linkedin_url",True,Unknown,
Mylocaltryst,mylocaltryst.com,https://www.linkedin.com/company/mylocaltryst,"company_name,linkedin_url",True,Unknown,
Nathworks,nathworks.com,https://www.linkedin.com/company/nathworks,"company_name,linkedin_url",True,Unknown,
Nespresso-Office,nespresso-office.us,https://www.linkedin.com/company/nespresso-office,"company_name,linkedin_url",True,Unknown,
NGB GROUP – NGB ELRAM INDUSTRIES,ngbgroup.in,https://www.linkedin.com/company/ngbgroup,"company_name,linkedin_url",True,Unknown,
Media Exchange,mediaexchangedyer.com,https://www.linkedin.com/company/mediaexchangedyer,"company_name,linkedin_url",True,Unknown,
Outreach-Bdr,outreach-bdr.org,https://www.linkedin.com/company/outreach-bdr,"company_name,linkedin_url",True,Unknown,
Phoenix Engineering and Consulting,phoenixengineeringandconsulting.com,https://www.linkedin.com/company/phoenixengineeringandconsulting,"company_name,linkedin_url",True,Unknown,
Miakitoformation,miakitoformation.blog,https://www.linkedin.com/company/miakitoformation,"company_name,linkedin_url",True,Unknown,
Playaffair,playaffair.com,https://www.linkedin.com/company/playaffair,"company_name,linkedin_url",True,Unknown,
recipeEU🇪🇺,recipepro.online,https://www.linkedin.com/company/recipepro,"company_name,linkedin_url",True,Unknown,
Runge Law Office,rungel.net,https://www.linkedin.com/company/rungel,"company_name,linkedin_url",True,Unknown,
Secure Tech Group,securetechgroup.com,https://www.linkedin.com/company/securetechgroup,"company_name,linkedin_url",True,Unknown,
Sellstack,sellstack.co,https://www.linkedin.com/company/sellstack,"company_name,linkedin_url",True,Unknown,
SyM Soluciones,symsol.com,https://www.linkedin.com/company/symsol,"company_name,linkedin_url",True,Unknown,
Tcwlm,tcwlm.com,https://www.linkedin.com/company/tcwlm,"company_name,linkedin_url",True,Unknown,
Prvoltai,prvoltai.com,https://www.linkedin.com/company/prvoltai,"company_name,linkedin_url",True,Unknown,
,,,"company_name,domain,linkedin_url",False,Unknown,
